query,intent,response,entities
balance enquiry,check_balance,Sure! Could you tell me your account number?,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,Please provide your account number to check your balance.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
check balance,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,Please provide your account number to check your balance.,
how much money do I have,check_balance,Please provide your account number to check your balance.,
show account balance,check_balance,Please provide your account number to check your balance.,
how much money do I have,check_balance,I can help with that. Please provide your account number for verification.,
balance enquiry,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Please provide your account number to check your balance.,
what is my balance,check_balance,Sure! Could you tell me your account number?,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
how much money do I have,check_balance,I can help with that. Please provide your account number for verification.,
balance enquiry,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,Please provide your account number to check your balance.,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,Please provide your account number to check your balance.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Please provide your account number to check your balance.,
what is my balance,check_balance,Please provide your account number to check your balance.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,Please provide your account number to check your balance.,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
balance enquiry,check_balance,Please provide your account number to check your balance.,
show account balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
check balance,check_balance,Please provide your account number to check your balance.,
what is my balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,Please provide your account number to check your balance.,
show account balance,check_balance,Sure! Could you tell me your account number?,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Please provide your account number to check your balance.,
what is my balance,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,Please provide your account number to check your balance.,
what is my balance,check_balance,Please provide your account number to check your balance.,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
show account balance,check_balance,I can help with that. Please provide your account number for verification.,
check balance,check_balance,Please provide your account number to check your balance.,
show account balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
check balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,Sure! Could you tell me your account number?,
check balance,check_balance,Sure! Could you tell me your account number?,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
check balance,check_balance,Please provide your account number to check your balance.,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,Sure! Could you tell me your account number?,
show account balance,check_balance,Sure! Could you tell me your account number?,
show account balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Please provide your account number to check your balance.,
what is my balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
show account balance,check_balance,I can help with that. Please provide your account number for verification.,
show account balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
balance enquiry,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,Sure! Could you tell me your account number?,
show account balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Sure! Could you tell me your account number?,
check balance,check_balance,Please provide your account number to check your balance.,
how much money do I have,check_balance,Please provide your account number to check your balance.,
check balance,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Sure! Could you tell me your account number?,
balance enquiry,check_balance,Sure! Could you tell me your account number?,
show account balance,check_balance,Sure! Could you tell me your account number?,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
show account balance,check_balance,I can help with that. Please provide your account number for verification.,
check balance,check_balance,Sure! Could you tell me your account number?,
what is my balance,check_balance,I can help with that. Please provide your account number for verification.,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,Please provide your account number to check your balance.,
show account balance,check_balance,Sure! Could you tell me your account number?,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
balance enquiry,check_balance,I can help with that. Please provide your account number for verification.,
what is my balance,check_balance,Sure! Could you tell me your account number?,
show account balance,check_balance,I can help with that. Please provide your account number for verification.,
tell me my balance,check_balance,Sure! Could you tell me your account number?,
how much money do I have,check_balance,Sure! Could you tell me your account number?,
how much money do I have,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,Please provide your account number to check your balance.,
balance enquiry,check_balance,Please provide your account number to check your balance.,
